threshold,precision,recall,pr_auc
0.785,0.501002004008016,0.11814744801512288,0.473483084285608
0.79,0.5082644628099173,0.11625708884688091,0.473483084285608
0.795,0.5116772823779193,0.11389413988657845,0.473483084285608
0.8,0.5185995623632386,0.11200378071833648,0.473483084285608
0.805,0.5239179954441914,0.10869565217391304,0.473483084285608
0.81,0.530373831775701,0.10727788279773157,0.473483084285608
0.8150000000000001,0.5357142857142857,0.10633270321361059,0.473483084285608
0.8200000000000001,0.5443349753694581,0.10444234404536862,0.473483084285608
0.8250000000000001,0.5498721227621484,0.10160680529300567,0.473483084285608
0.8300000000000001,0.554089709762533,0.09924385633270322,0.473483084285608
0.835,0.5643835616438356,0.09735349716446125,0.473483084285608
0.84,0.5763688760806917,0.0945179584120983,0.473483084285608
0.845,0.6024464831804281,0.09310018903591682,0.473483084285608
0.85,0.6144200626959248,0.09262759924385633,0.473483084285608
0.855,0.6217948717948718,0.09168241965973535,0.473483084285608
0.86,0.6382252559726962,0.0883742911153119,0.473483084285608
0.865,0.644927536231884,0.08412098298676748,0.473483084285608
0.87,0.6628787878787878,0.08270321361058601,0.473483084285608
0.875,0.66796875,0.08081285444234404,0.473483084285608
0.88,0.680327868852459,0.07844990548204159,0.473483084285608
0.885,0.6877637130801688,0.07703213610586011,0.473483084285608
0.89,0.6916299559471366,0.07419659735349717,0.473483084285608
0.895,0.6909090909090909,0.07183364839319471,0.473483084285608
0.9,0.7014218009478673,0.06994328922495274,0.473483084285608
0.905,0.7258883248730964,0.06758034026465029,0.473483084285608
0.91,0.746031746031746,0.0666351606805293,0.473483084285608
0.915,0.7528089887640449,0.06332703213610585,0.473483084285608
0.92,0.7543859649122807,0.0609640831758034,0.473483084285608
0.925,0.7834394904458599,0.058128544423440454,0.473483084285608
0.93,0.8428571428571429,0.055765595463137994,0.473483084285608
0.935,0.848,0.0500945179584121,0.473483084285608
0.9400000000000001,0.9099099099099099,0.04773156899810964,0.473483084285608
0.9450000000000001,0.9306930693069307,0.0444234404536862,0.473483084285608
0.9500000000000001,0.956989247311828,0.04206049149338374,0.473483084285608
0.9550000000000001,0.9876543209876543,0.03780718336483932,0.473483084285608
0.96,1.0,0.0335538752362949,0.473483084285608
0.965,1.0,0.026937618147448016,0.473483084285608
0.97,1.0,0.024102079395085067,0.473483084285608
0.975,1.0,0.01606805293005671,0.473483084285608
0.98,1.0,0.010396975425330813,0.473483084285608
0.985,1.0,0.0023629489603024575,0.473483084285608
0.99,1.0,0.0,0.473483084285608
0.995,1.0,0.0,0.473483084285608
1.0,1.0,0.0,0.473483084285608
