threshold,tpr,fpr,roc_auc
0.76,0.0,0.011188271604938271,0.4120313849214684
0.765,0.0,0.010802469135802469,0.4120313849214684
0.77,0.0,0.010802469135802469,0.4120313849214684
0.775,0.0,0.010802469135802469,0.4120313849214684
0.78,0.0,0.010802469135802469,0.4120313849214684
0.785,0.0,0.010802469135802469,0.4120313849214684
0.79,0.0,0.010416666666666666,0.4120313849214684
0.795,0.0,0.010416666666666666,0.4120313849214684
0.8,0.0,0.010416666666666666,0.4120313849214684
0.805,0.0,0.010030864197530864,0.4120313849214684
0.81,0.0,0.009645061728395061,0.4120313849214684
0.8150000000000001,0.0,0.009259259259259259,0.4120313849214684
0.8200000000000001,0.0,0.009259259259259259,0.4120313849214684
0.8250000000000001,0.0,0.009259259259259259,0.4120313849214684
0.8300000000000001,0.0,0.009259259259259259,0.4120313849214684
0.835,0.0,0.008487654320987654,0.4120313849214684
0.84,0.0,0.008101851851851851,0.4120313849214684
0.845,0.0,0.006944444444444444,0.4120313849214684
0.85,0.0,0.006558641975308642,0.4120313849214684
0.855,0.0,0.006172839506172839,0.4120313849214684
0.86,0.0,0.005015432098765432,0.4120313849214684
0.865,0.0,0.004629629629629629,0.4120313849214684
0.87,0.0,0.004243827160493827,0.4120313849214684
0.875,0.0,0.0038580246913580245,0.4120313849214684
0.88,0.0,0.002700617283950617,0.4120313849214684
0.885,0.0,0.0023148148148148147,0.4120313849214684
0.89,0.0,0.0019290123456790122,0.4120313849214684
0.895,0.0,0.00038580246913580245,0.4120313849214684
0.9,0.0,0.00038580246913580245,0.4120313849214684
0.905,0.0,0.0,0.4120313849214684
0.91,0.0,0.0,0.4120313849214684
0.915,0.0,0.0,0.4120313849214684
0.92,0.0,0.0,0.4120313849214684
0.925,0.0,0.0,0.4120313849214684
0.93,0.0,0.0,0.4120313849214684
0.935,0.0,0.0,0.4120313849214684
0.9400000000000001,0.0,0.0,0.4120313849214684
0.9450000000000001,0.0,0.0,0.4120313849214684
0.9500000000000001,0.0,0.0,0.4120313849214684
0.9550000000000001,0.0,0.0,0.4120313849214684
0.96,0.0,0.0,0.4120313849214684
0.965,0.0,0.0,0.4120313849214684
0.97,0.0,0.0,0.4120313849214684
0.975,0.0,0.0,0.4120313849214684
0.98,0.0,0.0,0.4120313849214684
0.985,0.0,0.0,0.4120313849214684
0.99,0.0,0.0,0.4120313849214684
0.995,0.0,0.0,0.4120313849214684
1.0,0.0,0.0,0.4120313849214684
